"244","7:31","7:34","7:35","7:38","7:40","7:46"
"244","7:45","7:48","7:49","7:52","7:54","8:00"
"244","8:04","8:07","8:08","8:11","8:13","8:19"
"244","8:18","8:21","8:22","8:25","8:27","8:33"
"244","8:37","8:40","8:41","8:44","8:46","8:52"
"244","8:43","8:46","8:47","8:50","8:52","8:58"
"244","8:51","8:54","8:55","8:58","9:00","9:06"
"244","9:18","9:22","9:23","9:26","9:29","9:36"
"244","9:30","9:34","9:35","9:38","9:41","9:48"
"244","9:42","9:46","9:47","9:50","9:53","10:00"
"244","9:54","9:58","9:59","10:02","10:05","10:12"
"244","10:06","10:10","10:11","10:14","10:17","10:24"
"244","10:18","10:22","10:23","10:26","10:29","10:36"
"244","10:30","10:34","10:35","10:38","10:41","10:48"
"244","10:42","10:46","10:47","10:50","10:53","11:00"
"244","10:54","10:58","10:59","11:02","11:05","11:12"
"244","11:06","11:10","11:11","11:14","11:17","11:24"
"244","11:18","11:22","11:23","11:26","11:29","11:36"
"244","11:30","11:34","11:35","11:38","11:41","11:48"
"244","11:42","11:46","11:47","11:50","11:53","12:00"
"244","11:54","11:58","11:59","12:02","12:05","12:12"
"244","12:06","12:10","12:11","12:14","12:17","12:24"
"244","12:18","12:22","12:23","12:26","12:29","12:36"
"244","12:30","12:34","12:35","12:38","12:41","12:48"
"244","12:42","12:46","12:47","12:50","12:53","1:00"
"244","12:54","12:58","12:59","1:02","1:05","1:12"
"244","1:06","1:10","1:11","1:14","1:17","1:24"
"244","1:18","1:22","1:23","1:26","1:29","1:36"
"244","1:30","1:34","1:35","1:38","1:41","1:48"
"244","1:42","1:46","1:47","1:50","1:53","2:00"
"244","1:54","1:58","1:59","2:02","2:05","2:12"
"244","2:06","2:10","2:11","2:14","2:17","2:24"
"244","2:18","2:22","2:23","2:26","2:29","2:36"
"244","2:30","2:34","2:35","2:38","2:41","2:48"
"244","2:42","2:46","2:47","2:50","2:53","3:00"
"244","2:54","2:58","2:59","3:02","3:05","3:12"
"244","3:06","3:10","3:11","3:14","3:17","3:24"
"244","3:18","3:22","3:23","3:26","3:29","3:36"
"244","3:30","3:34","3:35","3:38","3:41","3:48"
"244","3:42","3:46","3:47","3:50","3:53","4:00"
"244","3:54","3:58","3:59","4:02","4:05","4:12"
"244","4:06","4:10","4:11","4:14","4:17","4:24"
"244","4:18","4:22","4:23","4:26","4:29","4:36"
"244","4:30","4:34","4:35","4:38","4:41","4:48"
"244","4:42","4:46","4:47","4:50","4:53","5:00"
"244","4:54","4:58","4:59","5:02","5:05","5:12"
"244","5:06","5:10","5:11","5:14","5:17","5:24"
"244","5:18","5:22","5:23","5:26","5:29","5:36"
"244","5:30","5:34","5:35","5:38","5:41","5:48"
"244","5:42","5:46","5:47","5:50","5:53","6:00"
"244","5:54","5:58","5:59","6:02","6:05","6:12"
"244","6:06","6:10","6:11","6:14","6:17","6:24"
"244","6:18","6:22","6:23","6:26","6:29","6:36"
"244","6:30","6:34","6:35","6:38","6:41","6:48"
"244","6:42","6:46","6:47","6:50","6:53","7:00"
"244","6:54","6:58","6:59","7:02","7:05","7:12"
"244","7:06","7:10","7:11","7:14","7:17","7:24"
"244","7:18","7:22","7:23","7:26","7:29","7:36"
"244","7:30","7:34","7:35","7:38","7:41","7:48"
